id,type,chinese,romaji,classification,audioid,english
5979,主詞目,拳頭拇,kûn-thâu-bú,肢體動作,5979(1),fist thumb
5980,主詞目,拳頭師,kûn-thâu-sai,服務業及其他,5980(1),Boxer
5981,主詞目,恐驚,khióng-kiann,副詞,5981(1),frightened
5982,主詞目,挵,lòng,,5982(1),alley
5983,主詞目,挺,thánn,,5983(1),quite
5984,主詞目,挼,juê/lê,肢體動作,5984(1),move
5985,主詞目,挽,bán,肢體動作,5985(1),pull
5986,主詞目,挾,gia̍p,一般動詞-行為動詞,5986(1),hold hostage
5987,主詞目,挾,nge̍h,一般動詞-行為動詞,5987(1),hold hostage
5988,主詞目,捀,phâng,肢體動作,5988(1),捀
5989,主詞目,捅,thóng,副詞,5989(1),poke
5990,主詞目,捆,khún,"肢體動作,數詞、量詞",5990(1),bundle
5991,主詞目,捋,lua̍h,,5991(1),stroke
5992,主詞目,捋,luah,肢體動作,5992(1),stroke
5993,主詞目,捌,bat,,5993(1),eight
5994,主詞目,捎,sa,一般動詞-行為動詞,5994(1),take along
5995,主詞目,捏,lia̍p,肢體動作,5995(1),pinch
5996,主詞目,捏,tēnn/tīnn,,5996(1),pinch
5997,主詞目,捒,sak,,5997(1),lick
5998,主詞目,捗,pôo,生活用品,5998(1),捗
5999,主詞目,捘,tsūn,,5999(1),捘
6000,主詞目,捙,tshia,生活勞動,6000(1),捙
6001,主詞目,揤,tshi̍h,,6001(1),揤
6002,主詞目,敆,kap,,6002(1),憆
6003,主詞目,效,hāu,,6003(1),effect
6004,主詞目,料,liāu,,6004(1),material
6005,主詞目,旅,lí/lú,"旅行,軍事",6005(1),trip
6006,主詞目,時,sî,"時間節令,數詞、量詞",6006(1),hour
6007,主詞目,晃,huánn,,6007(1),shake
6008,主詞目,效力,hāu-li̍k,,6008(1),effectiveness
6009,主詞目,捀斗,phâng-táu,婚喪喜慶,6009(1),fight
6010,主詞目,捀水,phâng-tsuí,生活勞動,6010(1),捀水
6011,主詞目,捋仔,lua̍h-á,"生活用品,理容、化妝",6011(1),Niezai
6012,主詞目,時代,sî-tāi,時間節令,6012(1),era
6013,主詞目,車布邊,tshia pòo-pinn,縫紉洗熨,6013(1),Car selvage
6014,主詞目,挽回,bán-huê/bán-hê,,6014(1),redeem
6015,主詞目,捌字,bat-jī/bat-lī,"才智能力,教育、學術",6015(1),Eight characters
6016,主詞目,旅行,lí-hîng/lú-hîng,旅行,6016(1),travel
6017,主詞目,時行,sî-kiânn,,6017(1),timely
6018,主詞目,敆作,kap-tsoh,科技、工業,6018(1),Chou Zuo
6019,主詞目,捒走,sak-tsáu,一般動詞-行為動詞,6019(1),Take away
6020,主詞目,時辰,sî-sîn,時間節令,6020(1),hour
6021,主詞目,捙拚,tshia-piànn,,6021(1),fight
6022,主詞目,旅社,lí-siā/lú-siā,旅行,6022(1),hostel
6023,主詞目,挽花,bán hue,肢體動作,6023(1),bouquet
6024,主詞目,挵門,lòng mn̂g,,6024(1),Get started
6025,主詞目,旅客,lí-kheh/lú-kheh,旅行,6025(1),travelers
6026,主詞目,挽面,bán-bīn,理容、化妝,6026(1),Face-saving
6027,主詞目,時候,sî-hāu,時間節令,6027(1),when
6028,主詞目,時時,sî-sî,副詞,6028(1),all the time
6029,主詞目,時時刻刻,sî-sî-khik-khik,時間節令,6029(1),all the time
6030,主詞目,捙畚斗,tshia-pùn-táu,肢體動作,6030(1),bucket
6031,主詞目,挵破,lòng-phuà,一般動詞-行為動詞,6031(1),break
6032,主詞目,挽脈,bán-me̍h,,6032(1),Pull the pulse
6033,主詞目,挽茶,bán tê,肢體動作,6033(1),Bang Cha
6034,主詞目,挽草,bán tsháu,"農林業,生活勞動",6034(1),Broom grass
6035,主詞目,捀茶,phâng-tê,飲食行為,6035(1),Make tea
6036,主詞目,時陣,sî-tsūn,時間節令,6036(1),time array
6037,主詞目,捒做堆,sak-tsò-tui/sak-tsuè-tui,"性別、婚姻,婚喪喜慶",6037(1),Make a pile
6038,主詞目,振動,tín-tāng,,6038(1),vibration
6039,主詞目,時常,sî-siông,副詞,6039(1),often
6040,主詞目,挽救,bán-kiù,,6040(1),save
6041,主詞目,挵球,lòng-kiû,休閒、娛樂,6041(1),juggle the ball
6042,主詞目,效率,hāu-lu̍t,事、物泛稱,6042(1),efficiency
6043,主詞目,敆痕,kap-hûn,縫紉洗熨,6043(1),marks
6044,主詞目,料理,liāu-lí,,6044(1),Cuisine
6045,主詞目,捌貨,bat-huè/bat-hè,才智能力,6045(1),eight goods
6046,主詞目,敆逝,kap-tsuā,,6046(1),Pass away
6047,主詞目,挽喙齒,bán tshuì-khí,醫療保健,6047(1),beak teeth
6048,主詞目,旅費,lí-huì/lú-huì,旅行,6048(1),travel expenses
6049,主詞目,捙跋反,tshia-pua̍h-píng,,6049(1),捙Banti
6050,主詞目,時間,sî-kan,時間節令,6050(1),time
6051,主詞目,時勢,sî-sè,事、物泛稱,6051(1),current situation
6052,主詞目,捌想,bat-siūnn,"個性風格,道德評價",6052(1),Eight thoughts
6053,主詞目,料想,liāu-sióng,心理活動,6053(1),expect
6054,主詞目,料想袂到,liāu-sióng-bē-kàu/liāu-sióng-buē-kàu,性質、程度,6054(1),Unexpectedly
6055,主詞目,時運,sî-ūn,,6055(1),fortune
6056,主詞目,揤電鈴,tshi̍h tiān-lîng,肢體動作,6056(1),Ring the bell
6057,主詞目,挵鼓,lòng kóo,戲劇、音樂,6057(1),play drums
6058,主詞目,挹墓粿,ip-bōng-kué/ip-bōo-ké,相關器具、活動,6058(1),Tomb cake
6059,主詞目,鍤箕,tshiah-ki,生產工具,6059(1),锸畕
6060,主詞目,料算,liāu-sǹg,心理活動,6060(1),Calculation
6061,主詞目,時價,sî-kè,財務單位、活動,6061(1),current price
6062,主詞目,捙盤,tshia-puânn,,6062(1),Pan
6063,主詞目,時機,sî-ki,事、物泛稱,6063(1),opportunity
6064,主詞目,捆縛,khún-pa̍k,生活勞動,6064(1),bind
6065,主詞目,捎錢,sa-tsînn,財務單位、活動,6065(1),Send money
6066,主詞目,捅頭,thóng-thâu,性質、程度,6066(1),poke head
6067,主詞目,旅館,lí-kuán/lú-kuán,旅行,6067(1),hostel
6068,主詞目,捋頭毛,lua̍h thâu-mn̂g,理容、化妝,6068(1),Brushing hair
6069,主詞目,敆縫,kap-phāng,,6069(1),sewing
6070,主詞目,捙輾斗,tshia-liàn-táu,"體育、運動,休閒、娛樂",6070(1),fighting
6071,主詞目,敆藥仔,kap-io̍h-á,醫療保健,6071(1),Drug addict
6072,主詞目,挵鐘,lòng tsing,肢體動作,6072(1),Get the clock
6073,主詞目,時鐘,sî-tsing,生活用品,6073(1),clock
6074,主詞目,捏麵尪仔,lia̍p-mī-ang-á,"休閒、娛樂,相關器具、活動",6074(1),Kneading Noodles
6075,主詞目,晏,uànn,時間節令,6075(1),Yan
6076,主詞目,晟,tshiânn,生養老死,6076(1),Sheng
6077,主詞目,書,tsu,文學、藝術,6077(1),Book
6078,主詞目,書,su,"教育、學術,法律",6078(1),Book
6079,主詞目,朕,tīm,國家、社會、民眾,6079(1),I
6080,主詞目,柴,tshâ,植物形體、狀態,6080(1),firewood
6081,主詞目,栓,sng,,6081(1),bolt
6082,主詞目,校,hāu,"建築物、結構,教育、學術",6082(1),school
6083,主詞目,栱,kông,建築物、結構,6083(1),栱
6084,主詞目,核,hu̍t,植物形體、狀態,6084(1),nuclear
6085,主詞目,根,kin/kun,植物形體、狀態,6085(1),root
6086,主詞目,格,keh,,6086(1),grid
6087,主詞目,栽,tsai,"動物形體、行為,植物形體、狀態,農林業,漁牧業",6087(1),plant
6088,主詞目,桃,thô,花草樹木,6088(1),Peach
6089,主詞目,框,khing,,6089(1),box
6090,主詞目,框,khong,,6090(1),box
6091,主詞目,案,àn,"法律,政治",6091(1),case
6092,主詞目,桌,toh,"性別、婚姻,生活用品,數詞、量詞",6092(1),table
6093,主詞目,柴㷮,tshâ-tsau,生活用品,6093(1),Firewood
6094,主詞目,柴刀,tshâ-to,"農林業,生產工具",6094(1),hatchet
6095,主詞目,栗子,la̍t-tsí,"蔬果作物,食物、飲料、煙酒",6095(1),chestnut
6096,主詞目,校工,hāu-kang,,6096(1),school worker
6097,主詞目,校友,hāu-iú,"泛稱,教育、學術",6097(1),Alumni
6098,主詞目,栓仔,sng-á,事、物泛稱,6098(1),Shuan Zai
6099,主詞目,格仔,keh-á,事、物泛稱,6099(1),Checkered
6100,主詞目,桃仔,thô-á,"蔬果作物,食物、飲料、煙酒",6100(1),peach boy
6101,主詞目,桌仔,toh-á,生活用品,6101(1),table boy
6102,主詞目,根本,kin-pún/kun-pún,"植物形體、狀態,副詞",6102(1),fundamental
6103,主詞目,桌布,toh-pòo,生活用品,6103(1),tablecloth
6104,主詞目,案件,àn-kiānn,法律,6104(1),case
6105,主詞目,桂竹,kuì-tik,"花草樹木,建築物、結構",6105(1),Guizhu
6106,主詞目,桂竹筍,kuì-tik-sún,"蔬果作物,食物、飲料、煙酒",6106(1),Osmanthus Bamboo Shoots
6107,主詞目,柴杙,tshâ-khi̍t,"漁牧業,生活用品",6107(1),Chai Zhu
6108,主詞目,桑材,sng-tsâi,"蔬果作物,花草樹木,醫療保健,食物、飲料、煙酒",6108(1),Mulberry material
6109,主詞目,根底,kin-té/kun-tué,,6109(1),foundation
6110,主詞目,案底,àn-té/àn-tué,法律,6110(1),Case record
6111,主詞目,書房,tsu-pâng,建築物、結構,6111(1),study
6112,主詞目,桐油,tâng-iû,"資源礦物,生活用品",6112(1),Tung oil
6113,主詞目,校舍,hāu-sià,"建築物、結構,教育、學術",6113(1),school building
6114,主詞目,桂花,kuì-hue,花草樹木,6114(1),Osmanthus fragrans
6115,主詞目,桃花,thô-hue,"花草樹木,相關器具、活動",6115(1),peach blossom
6116,主詞目,柴門,tshâ-mn̂g,建築物、結構,6116(1),chaimen
6117,主詞目,校長,hāu-tiúnn,"軍公教業,教育、學術",6117(1),headmaster
6118,主詞目,書架仔,tsu-kè-á,生活用品,6118(1),bookshelf boy
6119,主詞目,柴屐,tshâ-kia̍h,衣帽鞋襪,6119(1),Chai clogs
6120,主詞目,桌崁,toh-khàm,生活用品,6120(1),Table Kan
6121,主詞目,柴柴,tshâ-tshâ,,6121(1),Chai Chai
6122,主詞目,柴梳,tshâ-se/tshâ-sue,"生活用品,理容、化妝",6122(1),firewood comb
6123,主詞目,柴砧,tshâ-tiam,生活用品,6123(1),firewood anvil
6124,主詞目,柴耙,tshâ-pê,生活用品,6124(1),firewood rake
6125,主詞目,柴草,tshâ-tsháu,植物形體、狀態,6125(1),firewood
6126,主詞目,核能,hi̍k-lîng,"資源礦物,科技、工業",6126(1),nuclear energy
6127,主詞目,晏起來,uànn khí--lâi,生活狀況,6127(1),Yan Qi
6128,主詞目,栽培,tsai-puê,"農林業,相關用語,教育、學術",6128(1),cultivation
6129,主詞目,桌屜,toh-thuah,生活用品,6129(1),desk drawer
6130,主詞目,桌帷,toh-uî,"生活用品,相關器具、活動",6130(1),table curtain
6131,主詞目,案情,àn-tsîng,法律,6131(1),case
6132,主詞目,柴桶,tshâ-tháng,生活用品,6132(1),firewood bucket
6133,主詞目,桌頂,toh-tíng,空間方位,6133(1),table top
6134,主詞目,柴魚,tshâ-hî/tshâ-hû,食物、飲料、煙酒,6134(1),Bonito
6135,主詞目,根節,kin-tsat/kun-tsat,事、物泛稱,6135(1),root node
6136,主詞目,桌裙,toh-kûn,生活用品,6136(1),table skirt
6137,主詞目,桌跤,toh-kha,生活用品,6137(1),table wrestling
6138,主詞目,校對,kàu-tuì,文學、藝術,6138(1),Proofreading
6139,主詞目,柴寮,tshâ-liâu,"科技、工業,建築物、結構",6139(1),Chai Liao
6140,主詞目,晟養,tshiânn-ióng,生養老死,6140(1),Shengyang
6141,主詞目,根據,kin-kì/kun-kù,,6141(1),according to
6142,主詞目,柴頭,tshâ-thâu,"植物形體、狀態,個性風格,生養老死,婚喪喜慶,相關器具、活動",6142(1),Chai Tou
6143,主詞目,桌頭,toh-thâu,神職、神巫、信徒,6143(1),tabletop
6144,主詞目,柴頭尪仔,tshâ-thâu-ang-á,休閒、娛樂,6144(1),Chai Tou Haozi
6145,主詞目,柴鍥,tshâ-keh/tshâ-kueh,"農林業,生產工具",6145(1),Chai Cheng
6146,主詞目,桌櫃,toh-kuī,生活用品,6146(1),Desk cabinet
6147,主詞目,書櫥,tsu-tû,生活用品,6147(1),bookcase
6148,主詞目,桔,kiat,"蔬果作物,食物、飲料、煙酒",6148(1),Orange
6149,主詞目,梳,se/sue,生活用品,6149(1),comb
6150,主詞目,欱,hap,飲食行為,6150(1),欱
6151,主詞目,氣,khì,,6151(1),gas
6152,主詞目,氣,khuì,,6152(1),gas
6153,主詞目,浡,phū,一般動詞-活動動詞,6153(1),gushing
6154,主詞目,浮,phû,,6154(1),float
6155,主詞目,海,hái,"地理,自然現象",6155(1),ocean
6156,主詞目,浸,tsìm,飲食行為,6156(1),dip
6157,主詞目,氣力,khuì-la̍t,心理狀態,6157(1),Strength
6158,主詞目,氣口,khuì-kháu,,6158(1),Breath
6159,主詞目,浪子,lōng-tsú,泛稱,6159(1),prodigal son
6160,主詞目,海口,hái-kháu,,6160(1),Haikou
6161,主詞目,海口腔,hái-kháu-khiunn,語言、文字、符號,6161(1),Haikou
6162,主詞目,浮冇,phû-phànn,待人處事,6162(1),buoyant
6163,主詞目,海水浴場,hái-tsuí i̍k-tiûnn,"建築物、結構,休閒、娛樂",6163(1),bathing beach
6164,主詞目,桔仔,kiat-á,"蔬果作物,食物、飲料、煙酒",6164(1),Juzi
6165,主詞目,桔仔汁,kiat-á-tsiap,食物、飲料、煙酒,6165(1),orange juice
6166,主詞目,桔仔餅,kiat-á-piánn,食物、飲料、煙酒,6166(1),Orange cake
6167,主詞目,浮石,phû-tsio̍h,資源礦物,6167(1),pumice
6168,主詞目,海瓜子,hái-kue-tsí,"魚蝦海獸,食物、飲料、煙酒",6168(1),Sea melon seeds
6169,主詞目,浮沉,phû-tîm,"漁牧業,生活狀況",6169(1),ups and downs
6170,主詞目,海沙埔,hái-sua-poo,"地理,自然現象",6170(1),Hai Sha Pu
6171,主詞目,氣身惱命,khì-sin-lóo-miā,氣質態度,6171(1),Angry and angry
6172,主詞目,氣味,khì-bī,顏色、氣味,6172(1),odor
6173,主詞目,海味,hái-bī,食物、飲料、煙酒,6173(1),seafood
6174,主詞目,海和尚,hái-huê-siūnn,魚蝦海獸,6174(1),sea ​​monk
6175,主詞目,海岸,hái-huānn,"地理,自然現象,建築物、結構",6175(1),coastal
6176,主詞目,海底,hái-té/hái-tué,"地理,空間方位",6176(1),seabed
6177,主詞目,氣怫怫,khì-phut-phut,"氣質態度,心理活動,待人處事",6177(1),angry
6178,主詞目,氣氛,khì-hun,交際應酬,6178(1),atmosphere
6179,主詞目,海狗,hái-káu,魚蝦海獸,6179(1),fur seal
6180,主詞目,浸柿,tsìm-khī,食物、飲料、煙酒,6180(1),Dip persimmon
6181,主詞目,海洋,hái-iûnn,"地理,自然現象,空間方位",6181(1),ocean
6182,主詞目,海虼蚻,hái-ka-tsua̍h,魚蝦海獸,6182(1),sea ​​worm
6183,主詞目,海面,hái-bīn,地理,6183(1),sea ​​surface
6184,主詞目,海風,hái-hong,自然現象,6184(1),sea ​​breeze
6185,主詞目,海埔,hái-poo,"地理,自然現象",6185(1),Haipu
6186,主詞目,海島,hái-tó,"地理,自然現象",6186(1),island
6187,主詞目,海峽,hái-kiap,"地理,自然現象",6187(1),strait
6188,主詞目,海海,hái-hái,性質、程度,6188(1),sea ​​sea
6189,主詞目,海翁,hái-ang,魚蝦海獸,6189(1),Sea Weng
6190,主詞目,海豹,hái-pà,魚蝦海獸,6190(1),seal
6191,主詞目,浮動,phû-tāng,休閒、娛樂,6191(1),float
6192,主詞目,海參,hái-sim,"魚蝦海獸,食物、飲料、煙酒",6192(1),sea ​​cucumber
6193,主詞目,泰國菝仔,Thài-kok-pua̍t-á,"蔬果作物,食物、飲料、煙酒",6193(1),Thai Sarsaparilla
6194,主詞目,浮崙,phû-lūn,"地理,自然現象",6194(1),Fulun
6195,主詞目,海帶,hái-tuà,"花草樹木,食物、飲料、煙酒",6195(1),kelp
6196,主詞目,浴桶,i̍k-tháng,生活用品,6196(1),bathtub
6197,主詞目,海產,hái-sán,"魚蝦海獸,食物、飲料、煙酒",6197(1),seafood
6198,主詞目,海產糜,hái-sán-muê/hái-sán-bê,食物、飲料、煙酒,6198(1),Seafood Mince
6199,主詞目,海蛇,hái-tsuâ,魚蝦海獸,6199(1),sea ​​snake
6200,主詞目,海棠,hái-tông,花草樹木,6200(1),Begonia
6201,主詞目,海湧,hái-íng,自然現象,6201(1),sea ​​surge
6202,主詞目,海菜,hái-tshài,花草樹木,6202(1),seaweed
6203,主詞目,氣象,khì-siōng,"氣候溫度,自然現象",6203(1),meteorological
6204,主詞目,浪費,lōng-huì,生活狀況,6204(1),waste
6205,主詞目,海量,hái-liōng,,6205(1),Massive
6206,主詞目,浴間仔,i̍k-king-á,建築物、結構,6206(1),Bath room boy
6207,主詞目,氣概,khì-khài,氣質態度,6207(1),spirit
6208,主詞目,海賊,hái-tsha̍t,泛稱,6208(1),pirate
6209,主詞目,氣運,khì-ūn,事、物泛稱,6209(1),Luck
6210,主詞目,海墘,hái-kînn,"地理,自然現象",6210(1),Haiqian
6211,主詞目,海漲,hái-tiòng,"自然現象,災禍",6211(1),rising sea
6212,主詞目,海綿,hái-mî,"魚蝦海獸,生活用品",6212(1),sponge
6213,主詞目,氣數,khì-sòo,事、物泛稱,6213(1),fate
6214,主詞目,海線,hái-suànn,道路、橋梁,6214(1),sea ​​line
6215,主詞目,海豬,hái-ti/hái-tu,魚蝦海獸,6215(1),sea ​​pig
6216,主詞目,氣魄,khì-phik,氣質態度,6216(1),courage
6217,主詞目,浪蕩,lōng-tōng,生活狀況,6217(1),dissolute
6218,主詞目,梳頭,se-thâu/sue-thâu,理容、化妝,6218(1),comb hair
6219,主詞目,海龍王,Hái-lîng-ông,神明、鬼怪、教派,6219(1),Sea Dragon King
6220,主詞目,氣壓,khì-ap,自然現象,6220(1),air pressure
6221,主詞目,海獺,hái-thuah,魚蝦海獸,6221(1),sea ​​otter
6222,主詞目,海鰻,hái-muâ,魚蝦海獸,6222(1),moray eel
6223,主詞目,海鱺仔,hái-lē-á,"魚蝦海獸,食物、飲料、煙酒",6223(1),Dory
6224,主詞目,消,siau,,6224(1),remove
6225,主詞目,烈,lia̍t,"個性風格,境況、狀態-擬物",6225(1),strong
6226,主詞目,烌,hu,,6226(1),烌
6227,主詞目,烏,oo,顏色、氣味,6227(1),black
6228,主詞目,烘,hang,飲食行為,6228(1),bake
6229,主詞目,爹,tia,"宗族、家庭,稱謂輩分",6229(1),father
6230,主詞目,狹,e̍h/ue̍h,境況、狀態-擬物,6230(1),narrow
6231,主詞目,烏𪐞紅,oo-tòo-âng,顏色、氣味,6231(1),Black 𪐞red
6232,主詞目,烏㽎㽎,oo-sìm-sìm,體態樣貌,6232(1),black 㽎㽎
6233,主詞目,烏人,oo-lâng,,6233(1),Black people
6234,主詞目,烏仁,oo-jîn/oo-lîn,生理構造,6234(1),Wu Ren
6235,主詞目,烏仁目鏡,oo-jîn-ba̍k-kiànn/oo-lîn-ba̍k-kiànn,生活用品,6235(1),Wu Ren eyepiece
6236,主詞目,消化,siau-huà,生理構造,6236(1),Digestion
6237,主詞目,消水,siau-tsuí,植物形體、狀態,6237(1),Dissipate water
6238,主詞目,烏手,oo-tshiú,科技、工業,6238(1),black hand
6239,主詞目,烏毛,oo-moo,魚蝦海獸,6239(1),black hair
6240,主詞目,烏心石,oo-sim-tsio̍h,"花草樹木,建築物、結構",6240(1),black heart stone
6241,主詞目,烏心肝,oo-sim-kuann,道德評價,6241(1),black heart liver
6242,主詞目,烏天暗地,oo-thinn-àm-tē/oo-thinn-àm-tuē,"氣候溫度,自然現象",6242(1),Dark sky and dark earth
6243,主詞目,烘火,hang-hué/hang-hé,一般動詞-行為動詞,6243(1),Warm up the fire
6244,主詞目,消失,siau-sit,,6244(1),disappear
6245,主詞目,烏市,oo-tshī,商業,6245(1),Urumqi
6246,主詞目,烏白,oo-pe̍h,"道德評價,顏色、氣味,副詞",6246(1),Jet white
6247,主詞目,烏白來,oo-pe̍h-lâi,,6247(1),Wu Bai Lai
6248,主詞目,烏名單,oo-miâ-tuann,"相關用語,教育、學術",6248(1),blacklist
6249,主詞目,烏有,oo-iú,,6249(1),Nothing
6250,主詞目,烏色,oo-sik,顏色、氣味,6250(1),black
6251,主詞目,烘肉,hang-bah,"食物、飲料、煙酒,飲食行為",6251(1),roast meat
6252,主詞目,特色,ti̍k-sik,性質、程度,6252(1),feature
6253,主詞目,烏耳鰻,oo-hīnn-muâ/oo-hī-muâ,魚蝦海獸,6253(1),black eel
6254,主詞目,烏西,oo-se,財務單位、活動,6254(1),usi
6255,主詞目,特別,ti̍k-pia̍t,"性質、程度,副詞",6255(1),special
6256,主詞目,消災解厄,siau-tsai-kái-eh,"災禍,相關器具、活動",6256(1),Eliminate disasters
6257,主詞目,烏豆,oo-tāu,"蔬果作物,醫療保健,食物、飲料、煙酒",6257(1),black beans
6258,主詞目,消防隊,siau-hông-tuī,軍公教業,6258(1),fire brigade
6259,主詞目,消定,siau-tiānn,財務單位、活動,6259(1),dissolve
6260,主詞目,烏枋,oo-pang,教育、學術,6260(1),Wu Fang
6261,主詞目,烏枋拭仔,oo-pang-tshit-á,教育、學術,6261(1),Wu Fang Sha Zai
6262,主詞目,烏油,oo-iû,"科技、工業,生產工具",6262(1),black oil
6263,主詞目,烏狗,oo-káu,,6263(1),black dog
