defid,wordid,partofspeech,def_chinese,def_english
1292,927,名詞,辮子、馬尾。將頭髮束起或分股交叉編成長條狀。,"Braids, ponytails. Tie your hair up or cross-braid it into long strips."
1293,927,名詞,毛髮的末端。,The ends of the hair.
1294,928,名詞,過世的人手上或身上所帶的錢。,Money in the hands or person of a deceased person.
1295,928,名詞,臺灣地方習俗，人死後還沒入棺之，先讓死者手中握一些錢，然後再取下來分給死者的子孫，那筆錢叫做「手尾錢」。,"It is a local custom in Taiwan that after death, before a person is placed in a coffin, some money is first given to the deceased, and then taken out and distributed to the deceased's descendants. The money is called ""hand-end money."""
1296,928,名詞,遺產。有些地方稱祖先的遺產為「手尾錢」。,"heritage. In some places, the inheritance of ancestors is called ""hand-end money""."
1297,929,形容詞,難搞、吹毛求疵。形容人的個性難以順服他人，很難照顧，對事物的要求多，容易找他人麻煩。,"Difficult and picky. Describes a person's personality that it is difficult to obey others, difficult to take care of, has many demands on things, and is easy to cause trouble for others."
1298,930,動詞,心中不服而予以抗拒。,He was dissatisfied and resisted.
1299,931,動詞,短命、早死。指青少壯時死亡。,Short life and early death. Refers to death in youth.
1300,932,名詞,截斷的原木，經過初步的製材加工，成為提供建築和製作器物用的材料。,"The cut logs, after preliminary lumber processing, become materials for construction and making utensils."
1301,933,動詞,肚皮朝天。魚死時都會翻白肚，所以多用來指魚死了。,"Belly upturned. When a fish dies, its belly will turn white, so it is often used to refer to a dead fish."
1302,934,名詞,一個人的心地、心腸。,A person’s heart and heart.
1303,934,名詞,十分心愛且寶貝的。,Very cute and precious.
1304,934,名詞,心、心裡。,"Heart, heart."
1305,935,名詞,手臂凸起的肌肉。,The bulging muscles of the arm.
1306,936,名詞,因為雨量過多或河水氾濫所造成的災害。,Disasters caused by excessive rainfall or river flooding.
1307,937,熟語,氣急攻心、火冒三丈。,"Anger hits the heart, and anger boils over."
1308,938,名詞,心肝寶貝。父母對子女的暱稱。,Darling. A nickname given by parents to their children.
1309,939,名詞,絞腸痧。病名。多因飲食不潔引起胃腸閉塞所造成，患者會有腹中絞痛，吐不出、瀉不出的症狀。,"Intestinal Sha. Disease name. It is often caused by gastrointestinal obstruction due to unclean diet. Patients will have abdominal cramps, inability to vomit, and inability to have diarrhea."
1310,940,名詞,心窩、心坎。胸部的中央、胸口。,"Heart, heart. Center of chest, chest."
1311,941,形容詞,不容易扶養，指小孩子身體不好、多病。,Difficult to raise means that the child is in poor health and sickly.
1312,942,名詞,心裡頭。,In my heart.
1313,943,名詞,佛、菩薩為教化眾生而顯現的面目形態。,The faces and forms of Buddhas and Bodhisattvas that appear to teach and transform living beings.
1314,944,動詞,翻車。,Roll over.
1315,945,名詞,良心。,conscience.
1316,946,名詞,用古漢語為基礎的書面語。相對於白話。,Written language based on ancient Chinese. Relative to vernacular.
1317,947,動詞,紋身、刺青。,"Tattoos, tattoos."
1318,947,形容詞,長相斯文，不靠體力來工作的斯文人。,A gentle person who looks gentle and does not rely on physical strength to work.
1319,948,名詞,同一語言的地區或社會階層變體。,Regional or social class variations of the same language.
1320,949,名詞,利用流水的力量，帶動輪葉迴轉，用來灌溉或推動其他器具的機器裝置。,A machine device that uses the power of flowing water to drive the blades to rotate and is used to irrigate or push other appliances.
1321,949,名詞,運送水的車。,Cart carrying water.
1322,949,名詞,早期農家引低處水源來灌溉高地田地的器具。,A device used by early farmers to divert water from low areas to irrigate upland fields.
1323,950,名詞,布袋蓮。水生植物。浮生在水面，葉子倒卵形，根垂生水中，可做鴨子的飼料。,"Bag lotus. Aquatic plants. Floating on the water surface, with obovate leaves and hanging roots growing in the water, it can be used as feed for ducks."
1324,951,名詞,藏在心中所不為人知的事。,Hidden in the heart are unknown things.
1325,952,動詞,比較。,Compare.
1326,952,動詞,比喻、譬喻。將兩種相似的事物相比。,"Metaphor, simile. Compare two similar things."
1327,953,熟語,指人輾轉難眠，睡不著覺。,It means that a person is tossing and turning and unable to sleep.
1328,953,熟語,形容人意志不堅，經常變換主意。,Describes a person who is weak-willed and often changes his mind.
1329,954,名詞,夜來香。花名。地下有球形的根，地上的莖高達六十多公分。秋天開白色的花，微黃。花被呈現漏斗的形狀，雄蕊有六枚，通常每二朵並生。因為在月亮出現時散發香味，所以稱做「月來香」。,"Tuberose. flower name. There are spherical roots underground, and the above-ground stems are more than sixty centimeters high. White flowers bloom in autumn, slightly yellowish. The perianth is funnel-shaped, with six stamens, usually two stamens side by side. Because it emits fragrance when the moon appears, it is called ""moon incense""."
1330,955,時間詞,月頭、上旬。一個月剛開始的頭幾天。,The beginning of the month and the first ten days of the month. The first few days of the month.
1331,956,形容詞,苦命、不幸。命運不好、沒有福份。,"Misfortune, misfortune. Bad fate, no blessing."
1332,957,名詞,農曆七月盂蘭盆會祭鬼用的一種沒包餡料的糕點。,An unfilled pastry used to worship ghosts during the Bon Festival in the seventh month of the lunar calendar.
1333,958,名詞,命運坎坷的人。,A person with a rough fate.
1334,959,名詞,不良少女。,Bad girl.
1335,960,名詞,夫婦。,couple.
1336,961,名詞,手掌。,palm.
1337,961,名詞,遺產。,heritage.
1338,962,名詞,受政府機關僱用，擔任文職工作的人員。不包括軍事人員及選舉人員在內。,A person employed by a government agency to perform clerical work. Excludes military personnel and election personnel.
1339,963,形容詞,性情不好，容易發脾氣。,He has a bad temperament and loses his temper easily.
1340,964,副詞,搞不好、不湊巧。,"Maybe it's not a good thing, it's not a coincidence."
1341,964,形容詞,不舒服。,uncomfortable.
1342,965,名詞,人類社會進步開化的狀況。,The progress and enlightenment of human society.
1343,966,名詞,含有漿液可以生吃的果實。,Fruits containing sap that can be eaten raw.
1344,967,名詞,腳踏車。一種利用雙腳踩踏板前進的兩輪車。,bicycle. A two-wheeled vehicle that moves forward by pedaling with both feet.
1345,968,名詞,為了達到某種目的所採行的步驟或手段。,The steps or means taken to achieve a certain purpose.
1346,969,動詞,較量武藝或武藝比賽。,A contest of martial arts or martial arts competition.
1347,970,名詞,報廢的東西。,Scrap stuff.
1348,970,名詞,壞東西、凶物。不好或不祥、會帶來災禍的東西。,"Bad things, evil things. Something that is bad or ominous and will bring disaster."
1349,970,名詞,惡疾。,Bad disease.
1350,970,名詞,壞人。,Bad guy.
1351,971,名詞,水泡。潦漿泡、潦泡。皮膚表皮因為受傷而形成的淋巴液泡。 ,"blister. Slurp, slurp. Lymph vacuoles formed on the epidermis of the skin due to injury. "
1352,972,名詞,登革熱、骨痛熱。病名。由白線斑蚊或埃及斑蚊將病原傳入人體的急性傳染病。患者會有全身疲倦、發燒、畏寒、頭痛及全身肌肉痠痛及皮膚出現紅疹等症狀。,"Dengue fever, dengue fever. Disease name. An acute infectious disease in which pathogens are introduced into the human body by Aedes albopictus or Aedes aegypti mosquitoes. Patients will have symptoms such as general fatigue, fever, chills, headache, general muscle aches, and skin rashes."
1353,973,名詞,原指互不認識的朋友彼此之間的稱呼。這本來是對「朋友」一詞比較戲謔、省略的說法，後來專指遊手好閒、無所事事的幫派份子的互稱。,"It originally refers to the name given to each other by friends who do not know each other. This was originally a joking and elliptical way of referring to the word ""friend"", but later it specifically referred to each other as a name for gang members who were idle and had nothing to do."
1354,974,名詞,指天空。,Point to the sky.
1355,974,名詞,地球大氣層的外圍和以外的空域。,The outer reaches of the Earth's atmosphere and the airspace beyond.
1356,975,名詞,無利可圖、不好的事。,"Unprofitable, bad thing."
1357,975,形容詞,形容難纏之人或常肇事之處所。,Describes difficult people or places that often cause trouble.
1358,976,動詞,不知、不知道。,"I don’t know, I don’t know."
1359,977,形容詞,昏迷不醒人事。,Unconscious personnel.
1360,978,熟語,不知死活。指不知事情輕重或利害程度，而冒昧行事。,act recklessly. Refers to acting rashly without knowing the seriousness or interests of a matter.
1361,979,動詞,不知、不知道。,"I don’t know, I don’t know."
1362,980,名詞,上臂。上肢的一部分，位於肩膀與下臂之間。,Upper arm. The part of the upper body located between the shoulder and lower arm.
1363,981,名詞,床蝨、臭蟲。身體呈橢圓且扁平，喜愛乾燥，白天大多藏在地板、牆壁或草蓆的縫隙，晚上則爬出來吸食人和牲畜的血，是一種會傳染疾病的寄生蟲。,"Bed bugs, bed bugs. The body is oval and flat, and it likes dryness. During the day, it mostly hides in the cracks of floors, walls or straw mats, and crawls out at night to suck the blood of people and livestock. It is a parasite that can transmit diseases."
1364,982,名詞,用以調節水位，控制水流流量的閘門。,Gate used to adjust water level and control water flow.
